impression_id,watch_id,user_id,ad_id,video_id,timestamp,ad_position,ad_type,category_match,device
1401,2761,1441,418,_LAFdbULobc,2024-10-13 07:20:00.000000,pre-roll,non-skippable,True,tablet
1402,2762,1129,296,_LAFdbULobc,2024-04-30 11:07:00.000000,pre-roll,banner,True,mobile
1403,2763,1077,145,_LAFdbULobc,2024-12-24 06:50:00.000000,pre-roll,bumper,False,mobile
1404,2764,6,65,_LAFdbULobc,2024-08-17 18:10:00.000000,pre-roll,mid-roll,False,mobile
1405,2766,1817,305,_LAFdbULobc,2024-09-08 11:31:00.000000,pre-roll,non-skippable,True,tablet
1406,2766,1817,311,_LAFdbULobc,2024-09-08 11:32:21.920436,mid-roll,bumper,True,tablet
1407,2766,1817,354,_LAFdbULobc,2024-09-08 11:31:48.849744,mid-roll,mid-roll,True,tablet
1408,2771,1272,354,_LAFdbULobc,2024-07-19 17:12:00.000000,pre-roll,mid-roll,True,desktop
1409,2774,20,153,_LAFdbULobc,2024-11-28 20:14:00.000000,pre-roll,pre-roll,False,tablet
1410,2778,1555,403,tHMGak96LWc,2024-12-21 20:30:00.000000,pre-roll,skippable,True,mobile
1411,2781,999,73,tHMGak96LWc,2024-11-06 00:13:00.000000,pre-roll,banner,False,desktop
1412,2784,575,192,tHMGak96LWc,2024-11-27 07:49:00.000000,pre-roll,banner,True,tablet
1413,2784,575,248,tHMGak96LWc,2024-11-27 07:50:14.336168,mid-roll,bumper,True,tablet
1414,2784,575,311,tHMGak96LWc,2024-11-27 07:50:46.475227,mid-roll,bumper,True,tablet
1415,2788,406,328,tHMGak96LWc,2024-08-10 16:31:00.000000,pre-roll,mid-roll,True,mobile
1416,2788,406,97,tHMGak96LWc,2024-08-10 16:32:00.574188,mid-roll,mid-roll,False,mobile
1417,2790,1441,475,tHMGak96LWc,2024-06-17 16:41:00.000000,pre-roll,mid-roll,True,mobile
1418,2792,37,432,tHMGak96LWc,2024-12-26 20:08:00.000000,pre-roll,non-skippable,True,desktop
1419,2795,1053,58,AAQcJfPbBTE,2024-03-20 21:07:00.000000,pre-roll,mid-roll,False,tablet
1420,2800,1599,204,AAQcJfPbBTE,2024-05-23 07:22:00.000000,pre-roll,skippable,False,mobile
1421,2800,1599,30,AAQcJfPbBTE,2024-05-23 07:23:41.618213,mid-roll,mid-roll,True,mobile
1422,2801,1723,409,AAQcJfPbBTE,2024-09-01 09:04:00.000000,pre-roll,banner,True,mobile
1423,2805,645,351,AAQcJfPbBTE,2024-12-24 20:36:00.000000,pre-roll,skippable,True,desktop
1424,2805,645,109,AAQcJfPbBTE,2024-12-24 20:36:31.998883,mid-roll,mid-roll,True,desktop
1425,2805,645,367,AAQcJfPbBTE,2024-12-24 20:36:40.343054,mid-roll,bumper,True,desktop
1426,2812,1259,133,8VAtWbz8G3M,2024-08-15 07:02:00.000000,pre-roll,pre-roll,False,mobile
1427,2812,1259,130,8VAtWbz8G3M,2024-08-15 07:03:12.304999,mid-roll,skippable,False,mobile
1428,2812,1259,282,8VAtWbz8G3M,2024-08-15 07:03:10.041936,mid-roll,banner,True,mobile
1429,2813,593,193,8VAtWbz8G3M,2024-10-30 10:14:00.000000,pre-roll,skippable,True,tablet
1430,2818,1438,104,8VAtWbz8G3M,2024-07-06 13:29:00.000000,pre-roll,bumper,True,mobile
1431,2821,1353,296,8VAtWbz8G3M,2024-05-25 21:49:00.000000,pre-roll,banner,True,mobile
1432,2821,1353,330,8VAtWbz8G3M,2024-05-25 21:50:21.828593,mid-roll,skippable,False,mobile
1433,2821,1353,475,8VAtWbz8G3M,2024-05-25 21:50:31.721278,mid-roll,mid-roll,True,mobile
1434,2825,724,409,-tMBG89ORGE,2024-12-13 19:43:00.000000,pre-roll,banner,True,desktop
1435,2825,724,418,-tMBG89ORGE,2024-12-13 19:45:32.246627,mid-roll,non-skippable,True,desktop
1436,2825,724,359,-tMBG89ORGE,2024-12-13 19:45:03.671752,mid-roll,pre-roll,False,desktop
1437,2826,260,416,-tMBG89ORGE,2024-02-21 10:49:00.000000,pre-roll,non-skippable,False,smart_tv
1438,2827,964,244,-tMBG89ORGE,2024-10-25 19:36:00.000000,pre-roll,pre-roll,True,mobile
1439,2828,432,244,-tMBG89ORGE,2024-01-01 18:47:00.000000,pre-roll,pre-roll,True,tablet
1440,2829,161,371,-tMBG89ORGE,2024-02-18 21:04:00.000000,pre-roll,non-skippable,False,desktop
1441,2833,904,403,-tMBG89ORGE,2024-09-24 20:59:00.000000,pre-roll,skippable,True,tablet
1442,2838,1033,98,4xAdqiGpAdU,2024-09-15 08:32:00.000000,pre-roll,mid-roll,False,smart_tv
1443,2841,1847,349,4xAdqiGpAdU,2024-10-05 00:12:00.000000,pre-roll,skippable,True,desktop
1444,2844,1767,180,4xAdqiGpAdU,2024-02-08 08:25:00.000000,pre-roll,mid-roll,True,tablet
1445,2847,120,242,4xAdqiGpAdU,2024-02-03 20:55:00.000000,pre-roll,mid-roll,True,mobile
1446,2848,1056,396,uU0J6MIsyAA,2024-12-04 08:06:00.000000,pre-roll,mid-roll,False,mobile
1447,2851,525,326,uU0J6MIsyAA,2024-09-28 21:25:00.000000,pre-roll,pre-roll,False,mobile
1448,2852,1561,171,uU0J6MIsyAA,2024-06-28 15:03:00.000000,pre-roll,non-skippable,False,mobile
1449,2852,1561,418,uU0J6MIsyAA,2024-06-28 15:03:56.824040,mid-roll,non-skippable,True,mobile
1450,2853,1863,409,uU0J6MIsyAA,2024-02-13 06:17:00.000000,pre-roll,banner,True,desktop
1451,2853,1863,418,uU0J6MIsyAA,2024-02-13 06:18:26.033096,mid-roll,non-skippable,True,desktop
1452,2855,1919,315,uU0J6MIsyAA,2024-09-17 17:44:00.000000,pre-roll,mid-roll,False,smart_tv
1453,2863,1550,193,uU0J6MIsyAA,2024-06-04 15:13:00.000000,pre-roll,skippable,True,mobile
1454,2864,1481,128,uU0J6MIsyAA,2024-11-19 03:03:00.000000,pre-roll,banner,False,mobile
1455,2865,1180,481,uU0J6MIsyAA,2024-12-27 16:53:00.000000,pre-roll,skippable,True,tablet
1456,2867,1156,246,uU0J6MIsyAA,2024-10-04 12:43:00.000000,pre-roll,banner,True,smart_tv
1457,2868,37,65,uU0J6MIsyAA,2024-10-06 09:49:00.000000,pre-roll,mid-roll,False,desktop
1458,2877,1451,30,GnFZxvgxabY,2024-04-04 21:59:00.000000,pre-roll,mid-roll,True,mobile
1459,2883,312,36,GnFZxvgxabY,2024-09-26 05:23:00.000000,pre-roll,non-skippable,True,mobile
1460,2883,312,63,GnFZxvgxabY,2024-09-26 05:25:07.300248,mid-roll,non-skippable,True,mobile
1461,2883,312,285,GnFZxvgxabY,2024-09-26 05:24:00.105531,mid-roll,mid-roll,True,mobile
1462,2885,802,116,GnFZxvgxabY,2024-12-15 20:12:00.000000,pre-roll,mid-roll,True,tablet
1463,2887,223,349,GnFZxvgxabY,2024-05-26 13:25:00.000000,pre-roll,skippable,True,mobile
1464,2887,223,24,GnFZxvgxabY,2024-05-26 13:26:29.542957,mid-roll,pre-roll,True,mobile
1465,2889,1267,367,GnFZxvgxabY,2024-05-02 20:17:00.000000,pre-roll,bumper,True,mobile
1466,2889,1267,246,GnFZxvgxabY,2024-05-02 20:17:52.013325,mid-roll,banner,True,mobile
1467,2889,1267,117,GnFZxvgxabY,2024-05-02 20:18:00.217595,mid-roll,mid-roll,True,mobile
1468,2892,873,409,l4L7WfEDhI4,2024-06-22 22:05:00.000000,pre-roll,banner,True,desktop
1469,2892,873,475,l4L7WfEDhI4,2024-06-22 22:06:38.177008,mid-roll,mid-roll,True,desktop
1470,2892,873,78,l4L7WfEDhI4,2024-06-22 22:06:28.845183,mid-roll,pre-roll,False,desktop
1471,2893,1561,104,l4L7WfEDhI4,2024-12-28 11:33:00.000000,pre-roll,bumper,True,mobile
1472,2893,1561,105,l4L7WfEDhI4,2024-12-28 11:37:41.530590,post-roll,mid-roll,True,mobile
1473,2894,1398,296,l4L7WfEDhI4,2024-02-01 10:57:00.000000,pre-roll,banner,True,tablet
1474,2894,1398,75,l4L7WfEDhI4,2024-02-01 10:58:04.535334,mid-roll,mid-roll,True,tablet
1475,2896,584,311,l4L7WfEDhI4,2024-03-24 20:54:00.000000,pre-roll,bumper,True,mobile
1476,2898,1781,349,l4L7WfEDhI4,2024-08-28 08:26:00.000000,pre-roll,skippable,True,mobile
1477,2900,1156,297,l4L7WfEDhI4,2024-10-03 09:20:00.000000,pre-roll,mid-roll,True,smart_tv
1478,2901,490,7,l4L7WfEDhI4,2024-01-06 08:59:00.000000,pre-roll,bumper,False,mobile
1479,2902,374,481,l4L7WfEDhI4,2024-03-14 12:44:00.000000,pre-roll,skippable,True,mobile
1480,2903,16,259,l4L7WfEDhI4,2024-07-31 20:32:00.000000,pre-roll,bumper,False,mobile
1481,2904,1599,75,-vMqno5mA6I,2024-12-14 08:45:00.000000,pre-roll,mid-roll,True,mobile
1482,2905,1286,285,-vMqno5mA6I,2024-02-28 19:17:00.000000,pre-roll,mid-roll,True,mobile
1483,2909,339,322,-vMqno5mA6I,2024-08-29 13:07:00.000000,pre-roll,non-skippable,True,mobile
1484,2913,1583,193,-vMqno5mA6I,2024-10-14 20:48:00.000000,pre-roll,skippable,True,desktop
1485,2914,1354,102,-vMqno5mA6I,2024-06-22 01:20:00.000000,pre-roll,bumper,False,desktop
1486,2920,1681,104,Ue-K1vQODSc,2024-07-23 07:57:00.000000,pre-roll,bumper,True,tablet
1487,2920,1681,53,Ue-K1vQODSc,2024-07-23 07:57:52.638594,mid-roll,bumper,False,tablet
1488,2922,490,349,Ue-K1vQODSc,2024-04-25 10:26:00.000000,pre-roll,skippable,True,mobile
1489,2923,1201,188,Ue-K1vQODSc,2024-06-21 21:38:00.000000,pre-roll,mid-roll,False,mobile
1490,2924,1888,159,Ue-K1vQODSc,2024-07-01 17:27:00.000000,pre-roll,pre-roll,False,mobile
1491,2924,1888,29,Ue-K1vQODSc,2024-07-01 17:27:30.237401,mid-roll,banner,False,mobile
1492,2925,1862,211,Ue-K1vQODSc,2024-01-28 12:03:00.000000,pre-roll,bumper,True,smart_tv
1493,2926,663,311,Ue-K1vQODSc,2024-12-25 21:44:00.000000,pre-roll,bumper,True,mobile
1494,2927,312,142,Ue-K1vQODSc,2024-09-16 14:44:00.000000,pre-roll,banner,False,mobile
1495,2928,1400,124,Ue-K1vQODSc,2024-09-04 11:47:00.000000,pre-roll,banner,False,mobile
1496,2928,1400,354,Ue-K1vQODSc,2024-09-04 11:48:40.007652,mid-roll,mid-roll,True,mobile
1497,2928,1400,75,Ue-K1vQODSc,2024-09-04 11:47:32.804528,mid-roll,mid-roll,True,mobile
1498,2930,832,109,Ue-K1vQODSc,2024-12-21 15:46:00.000000,pre-roll,mid-roll,True,mobile
1499,2935,954,357,Ue-K1vQODSc,2024-05-19 16:22:00.000000,pre-roll,skippable,True,mobile
1500,2935,954,30,Ue-K1vQODSc,2024-05-19 16:23:48.735238,mid-roll,mid-roll,True,mobile
1501,2935,954,126,Ue-K1vQODSc,2024-05-19 16:22:36.061365,mid-roll,bumper,True,mobile
1502,2936,1599,193,Ue-K1vQODSc,2024-12-24 21:57:00.000000,pre-roll,skippable,True,mobile
1503,2937,725,299,Ue-K1vQODSc,2024-07-03 16:35:00.000000,pre-roll,banner,True,mobile
1504,2941,203,152,Ue-K1vQODSc,2024-01-22 14:15:00.000000,pre-roll,non-skippable,False,desktop
1505,2942,1294,285,Ue-K1vQODSc,2024-09-24 19:40:00.000000,pre-roll,mid-roll,True,mobile
1506,2944,1204,242,Ue-K1vQODSc,2024-09-21 18:57:00.000000,pre-roll,mid-roll,True,mobile
1507,2944,1204,357,Ue-K1vQODSc,2024-09-21 18:58:15.547897,mid-roll,skippable,True,mobile
1508,2947,318,487,Ue-K1vQODSc,2024-12-24 19:24:00.000000,pre-roll,non-skippable,True,smart_tv
1509,2949,1137,352,Ue-K1vQODSc,2024-01-19 18:11:00.000000,pre-roll,non-skippable,True,smart_tv
1510,2954,118,298,pI-zdcAooXk,2024-08-20 20:24:00.000000,pre-roll,skippable,False,mobile
1511,2955,1508,21,pI-zdcAooXk,2024-03-31 08:25:00.000000,pre-roll,banner,True,smart_tv
1512,2971,1863,367,pI-zdcAooXk,2024-07-02 19:18:00.000000,pre-roll,bumper,True,desktop
1513,2972,713,75,pI-zdcAooXk,2024-08-21 19:53:00.000000,pre-roll,mid-roll,True,tablet
1514,2975,785,75,pI-zdcAooXk,2024-04-29 08:21:00.000000,pre-roll,mid-roll,True,tablet
1515,2976,235,192,pI-zdcAooXk,2024-08-21 18:02:00.000000,pre-roll,banner,True,mobile
1516,2978,1115,63,pI-zdcAooXk,2024-01-17 05:44:00.000000,pre-roll,non-skippable,True,desktop
1517,2978,1115,126,pI-zdcAooXk,2024-01-17 05:45:36.444258,mid-roll,bumper,True,desktop
1518,2982,151,40,pI-zdcAooXk,2024-11-21 20:25:00.000000,pre-roll,skippable,True,desktop
1519,2984,1134,214,pI-zdcAooXk,2024-12-01 18:11:00.000000,pre-roll,non-skippable,False,mobile
1520,2988,1471,299,Os5M-8bkHw0,2024-08-10 14:49:00.000000,pre-roll,banner,True,desktop
1521,2990,807,279,Os5M-8bkHw0,2024-01-23 19:34:00.000000,pre-roll,banner,False,mobile
1522,2990,807,174,Os5M-8bkHw0,2024-01-23 19:35:22.430564,mid-roll,banner,False,mobile
1523,2993,1862,349,Os5M-8bkHw0,2024-02-20 21:41:00.000000,pre-roll,skippable,True,mobile
1524,2995,704,192,Os5M-8bkHw0,2024-07-14 00:15:00.000000,pre-roll,banner,True,mobile
1525,2999,1670,293,fE2lxEycLFc,2024-06-14 19:45:00.000000,pre-roll,bumper,False,desktop
1526,3000,1810,337,fE2lxEycLFc,2024-09-25 07:45:00.000000,pre-roll,pre-roll,False,mobile
1527,3000,1810,126,fE2lxEycLFc,2024-09-25 07:46:41.376143,mid-roll,bumper,True,mobile
1528,3007,136,117,fE2lxEycLFc,2024-11-14 19:58:00.000000,pre-roll,mid-roll,True,tablet
1529,3008,1974,21,fE2lxEycLFc,2024-03-22 17:48:00.000000,pre-roll,banner,True,tablet
1530,3008,1974,418,fE2lxEycLFc,2024-03-22 17:49:45.412517,mid-roll,non-skippable,True,tablet
1531,3008,1974,432,fE2lxEycLFc,2024-03-22 17:48:44.137966,mid-roll,non-skippable,True,tablet
1532,3010,1232,296,7Rwuwca4uNI,2024-10-30 16:26:00.000000,pre-roll,banner,True,mobile
1533,3016,1201,193,7Rwuwca4uNI,2024-05-23 14:50:00.000000,pre-roll,skippable,True,smart_tv
1534,3017,1479,328,7Rwuwca4uNI,2024-04-15 17:13:00.000000,pre-roll,mid-roll,True,mobile
1535,3018,1272,291,7Rwuwca4uNI,2024-12-23 11:46:00.000000,pre-roll,non-skippable,False,desktop
1536,3020,1004,403,7Rwuwca4uNI,2024-12-22 09:42:00.000000,pre-roll,skippable,True,desktop
1537,3024,1707,477,-EgEx4aqd9I,2024-07-03 14:45:00.000000,pre-roll,mid-roll,True,smart_tv
1538,3024,1707,30,-EgEx4aqd9I,2024-07-03 14:47:47.462692,mid-roll,mid-roll,True,smart_tv
1539,3024,1707,322,-EgEx4aqd9I,2024-07-03 14:49:47.801700,post-roll,non-skippable,True,smart_tv
1540,3032,1188,242,-EgEx4aqd9I,2024-03-25 18:40:00.000000,pre-roll,mid-roll,True,mobile
1541,3033,1800,116,-EgEx4aqd9I,2024-09-08 21:12:00.000000,pre-roll,mid-roll,True,tablet
1542,3036,1415,5,-EgEx4aqd9I,2024-09-27 17:58:00.000000,pre-roll,mid-roll,True,mobile
1543,3038,1804,104,Q6nITfqiIX8,2024-04-04 15:53:00.000000,pre-roll,bumper,True,smart_tv
1544,3039,1224,335,Q6nITfqiIX8,2024-04-23 10:46:00.000000,pre-roll,banner,True,mobile
1545,3040,1930,282,Q6nITfqiIX8,2024-10-13 15:01:00.000000,pre-roll,banner,True,mobile
1546,3040,1930,5,Q6nITfqiIX8,2024-10-13 15:02:24.760667,mid-roll,mid-roll,True,mobile
1547,3041,1259,411,Q6nITfqiIX8,2024-09-15 17:43:00.000000,pre-roll,non-skippable,False,mobile
1548,3041,1259,31,Q6nITfqiIX8,2024-09-15 17:45:07.856067,mid-roll,skippable,False,mobile
1549,3043,1393,63,Q6nITfqiIX8,2024-09-06 14:28:00.000000,pre-roll,non-skippable,True,mobile
1550,3043,1393,38,Q6nITfqiIX8,2024-09-06 14:29:25.627063,mid-roll,skippable,False,mobile
1551,3043,1393,231,Q6nITfqiIX8,2024-09-06 14:29:21.085848,mid-roll,mid-roll,False,mobile
1552,3044,286,351,Q6nITfqiIX8,2024-04-05 08:33:00.000000,pre-roll,skippable,True,mobile
1553,3044,286,401,Q6nITfqiIX8,2024-04-05 08:34:49.382195,mid-roll,skippable,True,mobile
1554,3044,286,495,Q6nITfqiIX8,2024-04-05 08:33:31.562147,mid-roll,banner,False,mobile
1555,3045,1357,36,Q6nITfqiIX8,2024-07-31 02:38:00.000000,pre-roll,non-skippable,True,tablet
1556,3045,1357,426,Q6nITfqiIX8,2024-07-31 02:39:59.736026,mid-roll,bumper,False,tablet
1557,3047,507,116,Q6nITfqiIX8,2024-12-24 13:30:00.000000,pre-roll,mid-roll,True,tablet
1558,3049,1014,418,Q6nITfqiIX8,2024-08-24 18:57:00.000000,pre-roll,non-skippable,True,desktop
1559,3053,1275,198,Q6nITfqiIX8,2024-11-02 04:45:00.000000,pre-roll,pre-roll,True,mobile
1560,3058,1595,272,Bitm-iJvasg,2024-07-05 16:02:00.000000,pre-roll,bumper,False,tablet
1561,3063,429,458,Bitm-iJvasg,2024-02-18 14:57:00.000000,pre-roll,skippable,True,mobile
1562,3065,800,445,Bitm-iJvasg,2024-01-08 19:23:00.000000,pre-roll,mid-roll,False,tablet
1563,3067,910,248,Bitm-iJvasg,2024-11-23 07:09:00.000000,pre-roll,bumper,True,mobile
1564,3073,1354,116,bKq7yIDb52s,2024-08-31 21:08:00.000000,pre-roll,mid-roll,True,desktop
1565,3074,1228,328,bKq7yIDb52s,2024-02-20 12:32:00.000000,pre-roll,mid-roll,True,mobile
1566,3076,7,31,bKq7yIDb52s,2024-09-13 23:55:00.000000,pre-roll,skippable,False,mobile
1567,3076,7,187,bKq7yIDb52s,2024-09-13 23:55:30.455885,mid-roll,mid-roll,True,mobile
1568,3076,7,424,bKq7yIDb52s,2024-09-13 23:59:49.158811,post-roll,bumper,False,mobile
1569,3080,1975,198,bKq7yIDb52s,2024-10-22 08:50:00.000000,pre-roll,pre-roll,True,mobile
1570,3081,446,352,bKq7yIDb52s,2024-10-26 11:07:00.000000,pre-roll,non-skippable,True,tablet
1571,3082,350,322,bKq7yIDb52s,2024-10-03 00:58:00.000000,pre-roll,non-skippable,True,tablet
1572,3087,663,5,bKq7yIDb52s,2024-06-25 19:57:00.000000,pre-roll,mid-roll,True,mobile
1573,3089,1944,427,bKq7yIDb52s,2024-07-01 19:02:00.000000,pre-roll,skippable,False,mobile
1574,3091,1872,198,bKq7yIDb52s,2024-10-18 06:45:00.000000,pre-roll,pre-roll,True,desktop
1575,3092,549,52,bKq7yIDb52s,2024-09-08 18:53:00.000000,pre-roll,banner,True,mobile
1576,3093,1508,285,bKq7yIDb52s,2024-03-25 16:05:00.000000,pre-roll,mid-roll,True,desktop
1577,3093,1508,349,bKq7yIDb52s,2024-03-25 16:06:27.782245,mid-roll,skippable,True,desktop
1578,3094,1835,409,bKq7yIDb52s,2024-01-21 15:08:00.000000,pre-roll,banner,True,mobile
1579,3095,522,130,G1RPTKKfJj0,2024-06-12 12:38:00.000000,pre-roll,skippable,False,mobile
1580,3096,1561,138,G1RPTKKfJj0,2024-09-16 23:12:00.000000,pre-roll,mid-roll,False,mobile
1581,3097,356,335,G1RPTKKfJj0,2024-03-14 15:21:00.000000,pre-roll,banner,True,desktop
1582,3100,1611,477,G1RPTKKfJj0,2024-11-12 13:55:00.000000,pre-roll,mid-roll,True,mobile
1583,3100,1611,396,G1RPTKKfJj0,2024-11-12 13:57:53.281794,mid-roll,mid-roll,False,mobile
1584,3105,1144,353,G1RPTKKfJj0,2024-05-07 12:16:00.000000,pre-roll,pre-roll,False,desktop
1585,3107,434,54,G1RPTKKfJj0,2024-10-27 05:24:00.000000,pre-roll,bumper,False,desktop
1586,3109,272,21,G1RPTKKfJj0,2024-06-01 20:06:00.000000,pre-roll,banner,True,mobile
1587,3110,1237,361,G1RPTKKfJj0,2024-06-30 21:12:00.000000,pre-roll,non-skippable,False,tablet
1588,3112,272,180,G1RPTKKfJj0,2024-10-13 15:50:00.000000,pre-roll,mid-roll,True,mobile
1589,3115,1583,5,G1RPTKKfJj0,2024-05-30 11:29:00.000000,pre-roll,mid-roll,True,desktop
1590,3118,763,357,G1RPTKKfJj0,2024-10-22 02:53:00.000000,pre-roll,skippable,True,mobile
1591,3118,763,24,G1RPTKKfJj0,2024-10-22 02:55:12.155452,mid-roll,pre-roll,True,mobile
1592,3118,763,322,G1RPTKKfJj0,2024-10-22 02:55:42.240107,mid-roll,non-skippable,True,mobile
1593,3119,637,349,G1RPTKKfJj0,2024-11-28 18:29:00.000000,pre-roll,skippable,True,mobile
1594,3121,1593,40,G1RPTKKfJj0,2024-12-02 19:54:00.000000,pre-roll,skippable,True,mobile
1595,3121,1593,350,G1RPTKKfJj0,2024-12-02 19:55:24.554591,mid-roll,pre-roll,True,mobile
1596,3131,667,40,mbaDYthqoWs,2024-11-25 16:11:00.000000,pre-roll,skippable,True,desktop
1597,3132,1919,193,mbaDYthqoWs,2024-10-27 23:38:00.000000,pre-roll,skippable,True,mobile
1598,3136,549,457,mbaDYthqoWs,2024-04-21 08:14:00.000000,pre-roll,pre-roll,False,mobile
1599,3141,1851,30,RK4sRkIYHb4,2024-05-03 04:16:00.000000,pre-roll,mid-roll,True,smart_tv
1600,3141,1851,30,RK4sRkIYHb4,2024-05-03 04:17:38.157920,mid-roll,mid-roll,True,smart_tv
1601,3141,1851,94,RK4sRkIYHb4,2024-05-03 04:18:10.651148,mid-roll,bumper,True,smart_tv
1602,3149,833,335,RK4sRkIYHb4,2024-08-20 20:16:00.000000,pre-roll,banner,True,desktop
1603,3149,833,187,RK4sRkIYHb4,2024-08-20 20:16:50.142833,mid-roll,mid-roll,True,desktop
1604,3149,833,495,RK4sRkIYHb4,2024-08-20 20:17:50.048970,mid-roll,banner,False,desktop
1605,3150,1309,109,RK4sRkIYHb4,2024-04-18 11:41:00.000000,pre-roll,mid-roll,True,mobile
1606,3152,575,180,RK4sRkIYHb4,2024-11-23 12:25:00.000000,pre-roll,mid-roll,True,tablet
1607,3152,575,24,RK4sRkIYHb4,2024-11-23 12:25:38.848513,mid-roll,pre-roll,True,tablet
1608,3168,1867,246,XNM7333GB7g,2024-04-25 14:51:00.000000,pre-roll,banner,True,mobile
1609,3173,1579,7,eeyJt_bXxhA,2024-11-02 13:16:00.000000,pre-roll,bumper,False,desktop
1610,3175,849,409,eeyJt_bXxhA,2024-03-06 19:38:00.000000,pre-roll,banner,True,mobile
1611,3187,175,150,eeyJt_bXxhA,2024-08-08 20:01:00.000000,pre-roll,pre-roll,True,mobile
1612,3195,1579,418,OvpSHbM65lw,2024-03-05 16:38:00.000000,pre-roll,non-skippable,True,desktop
1613,3203,1810,477,33MqXCkxHTc,2024-08-05 19:58:00.000000,pre-roll,mid-roll,True,mobile
1614,3209,735,104,33MqXCkxHTc,2024-11-21 01:52:00.000000,pre-roll,bumper,True,mobile
1615,3209,735,105,33MqXCkxHTc,2024-11-21 01:52:56.293987,mid-roll,mid-roll,True,mobile
1616,3212,628,282,SvILZV9RQHs,2024-08-20 11:50:00.000000,pre-roll,banner,True,desktop
1617,3214,11,401,SvILZV9RQHs,2024-09-10 22:31:00.000000,pre-roll,skippable,True,mobile
1618,3216,234,432,SvILZV9RQHs,2024-05-27 12:27:00.000000,pre-roll,non-skippable,True,mobile
1619,3217,633,242,SvILZV9RQHs,2024-04-30 20:42:00.000000,pre-roll,mid-roll,True,mobile
1620,3219,982,322,SvILZV9RQHs,2024-07-28 22:59:00.000000,pre-roll,non-skippable,True,mobile
1621,3222,954,296,SvILZV9RQHs,2024-09-23 22:12:00.000000,pre-roll,banner,True,mobile
1622,3227,272,305,SvILZV9RQHs,2024-05-25 13:40:00.000000,pre-roll,non-skippable,True,mobile
1623,3228,1479,350,jlzE0a02GQ8,2024-03-23 10:43:00.000000,pre-roll,pre-roll,True,smart_tv
1624,3228,1479,267,jlzE0a02GQ8,2024-03-23 10:43:30.763254,mid-roll,non-skippable,False,smart_tv
1625,3231,1452,21,jlzE0a02GQ8,2024-05-25 01:54:00.000000,pre-roll,banner,True,smart_tv
1626,3232,1115,192,jlzE0a02GQ8,2024-04-06 18:00:00.000000,pre-roll,banner,True,desktop
1627,3238,1803,105,jlzE0a02GQ8,2024-03-28 18:56:00.000000,pre-roll,mid-roll,True,tablet
1628,3240,1666,238,jlzE0a02GQ8,2024-12-26 14:42:00.000000,pre-roll,bumper,False,smart_tv
1629,3240,1666,237,jlzE0a02GQ8,2024-12-26 14:44:14.974907,mid-roll,skippable,False,smart_tv
1630,3240,1666,126,jlzE0a02GQ8,2024-12-26 14:44:51.616624,mid-roll,bumper,True,smart_tv
1631,3241,839,248,jlzE0a02GQ8,2024-07-02 22:54:00.000000,pre-roll,bumper,True,mobile
1632,3247,1550,296,PhixmRE3-QY,2024-04-18 20:46:00.000000,pre-roll,banner,True,mobile
1633,3248,1872,458,PhixmRE3-QY,2024-06-26 09:05:00.000000,pre-roll,skippable,True,desktop
1634,3251,1045,252,PhixmRE3-QY,2024-10-13 16:22:00.000000,pre-roll,non-skippable,False,mobile
1635,3251,1045,52,PhixmRE3-QY,2024-10-13 16:23:10.195357,mid-roll,banner,True,mobile
1636,3254,429,312,PhixmRE3-QY,2024-01-30 19:38:00.000000,pre-roll,pre-roll,False,mobile
1637,3255,1522,70,PhixmRE3-QY,2024-01-13 00:27:00.000000,pre-roll,banner,False,desktop
1638,3255,1522,2,PhixmRE3-QY,2024-01-13 00:28:15.989231,mid-roll,non-skippable,False,desktop
1639,3257,1561,181,PhixmRE3-QY,2024-04-25 07:51:00.000000,pre-roll,pre-roll,False,mobile
1640,3258,1415,21,PhixmRE3-QY,2024-12-28 19:50:00.000000,pre-roll,banner,True,mobile
1641,3261,532,354,PhixmRE3-QY,2024-06-22 14:33:00.000000,pre-roll,mid-roll,True,mobile
1642,3264,1108,244,PhixmRE3-QY,2024-10-27 20:52:00.000000,pre-roll,pre-roll,True,smart_tv
1643,3265,1949,40,PhixmRE3-QY,2024-02-04 01:11:00.000000,pre-roll,skippable,True,mobile
1644,3267,1339,282,PhixmRE3-QY,2024-05-09 21:57:00.000000,pre-roll,banner,True,mobile
1645,3270,1681,383,l6wqpZH0o5w,2024-07-20 09:00:00.000000,pre-roll,banner,False,smart_tv
1646,3270,1681,311,l6wqpZH0o5w,2024-07-20 09:01:50.857808,mid-roll,bumper,True,smart_tv
1647,3270,1681,349,l6wqpZH0o5w,2024-07-20 09:00:51.731158,mid-roll,skippable,True,smart_tv
1648,3274,1033,354,l6wqpZH0o5w,2024-08-25 19:48:00.000000,pre-roll,mid-roll,True,smart_tv
1649,3275,356,30,l6wqpZH0o5w,2024-12-19 08:28:00.000000,pre-roll,mid-roll,True,desktop
1650,3275,356,286,l6wqpZH0o5w,2024-12-19 08:32:38.203907,post-roll,mid-roll,False,desktop
1651,3283,497,34,LQ5gb3ocwcc,2024-11-20 11:33:00.000000,pre-roll,mid-roll,False,desktop
1652,3285,1535,427,LQ5gb3ocwcc,2024-03-31 09:00:00.000000,pre-roll,skippable,False,mobile
1653,3289,91,296,LQ5gb3ocwcc,2024-09-12 10:31:00.000000,pre-roll,banner,True,desktop
